time_points,0,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57,60,63,66,69
PF3D7_0608500,99.6117,68.7043,134.958,165.452,219.74,244.924,286.572,296.901,346.545,362.161,299.321,181.024,70.8065,69.5383,136.753,198.965,247.328,230.139,308.77,386.875,381.093,542.486,509.148,397.573
PF3D7_0608600,2.84871,1.2125,1.21364,1.04521,0.940319,1.98298,3.73144,8.02821,14.6439,14.1594,11.443,6.47149,3.22409,0.830584,0.465203,1.04999,1.26098,2.25105,3.16886,5.2724,7.79062,5.80712,10.44,7.57888
PF3D7_0608700,67.8388,219.541,291.402,289.103,311.182,392.04,436.351,304.035,243.215,106.924,41.0071,20.3135,83.7169,207.863,300.324,336.304,350.68,374.165,403.83,375.038,272.745,211.696,98.8719,45.1492
PF3D7_0608800,378.71,135.412,125.301,217.299,1193.15,4379.03,6172.82,3257.39,2786.89,1617.66,1051,694.59,213.521,101.805,83.4118,306.019,3181.83,6167.06,8963.46,8610.54,5210.17,4559.47,3207.27,2582.62
PF3D7_0608900,3.75856,1.25953,0.659345,0.340704,0.729792,1.54493,2.55428,5.04258,7.21673,14.8926,22.7302,25.8149,3.78466,1.30537,0.288839,0.0977893,0.461367,2.26199,2.66749,3.37587,5.62684,9.91533,11.7488,19.2637
PF3D7_0609000,48.2623,78.2794,78.5158,70.0344,65.9271,61.1814,54.8027,42.8318,46.1612,43.9722,51.0841,53.2697,53.3478,83.9719,78.6242,73.4404,70.047,69.1532,57.3415,49.9835,49.1619,53.5936,58.2034,62.9692
PF3D7_0609100,140.137,300.631,290.104,259.982,226.632,197.936,103.987,81.2463,77.2663,76.8017,85.1243,137.756,190.275,315.228,333.889,306.64,274.406,190.413,124.134,94.8523,74.6525,82.2664,115.705,174.568
PF3D7_0609200,4.5359,7.34105,9.22301,7.56479,9.30101,12.1302,9.64134,5.71588,2.74472,2.39802,2.9108,7.23729,6.85454,7.7209,9.42742,10.4492,15.8408,15.8205,15.3487,9.97211,9.06189,4.36055,3.0878,7.19941
PF3D7_0609300,2.00713,0.985721,0.59382,0.540047,0.760675,3.13465,10.7091,13.7158,17.5664,16.5917,11.9531,5.60341,2.11386,0.80466,0.455235,0.246599,1.09999,3.08859,6.45001,9.59655,12.1544,11.2745,13.7842,8.05926
PF3D7_0609400,2.14345,1.24065,2.81291,5.13998,9.77053,16.6933,15.6726,18.3928,10.0321,6.80326,3.24226,2.51428,0.812241,0.96254,2.50022,7.11038,9.22168,9.16919,12.7732,8.56733,8.97225,4.40844,3.07523,1.18803
PF3D7_0609500,0.0820698,0.201527,0.284086,0.451679,0.632102,0.527341,0.161251,0.0645455,0.1277,0.155011,0.36208,0.269552,0.0290264,0.0897325,0.284797,0.604994,0.350306,0.102397,0.245789,0.0712007,0.0687072,0.104562,0.159061,0.318417
PF3D7_0609600,0.172418,0.0677411,0.0734556,0.0126523,0.0379418,0,0.108406,0.271204,0.500793,0.185111,0.44337,0.396406,0.21953,0.0942582,0.0422345,0,0,0,0.0590139,0.194459,0.404166,0.316328,0.401001,0.554276
PF3D7_0609700,237.269,217.678,141.346,101.464,70.9408,47.1579,24.681,11.1745,5.13731,3.92815,33.5357,113.561,237.744,262.395,150.389,109.194,71.121,46.7619,23.2914,16.4615,6.22848,3.52357,16.9839,58.4872
PF3D7_0609800,169.379,41.6848,22.7517,8.80869,3.63995,1.67018,5.42281,7.06201,13.0731,65.8854,318.355,518.905,216.758,69.4477,17.2104,9.19738,4.12412,2.12275,1.53669,6.64214,11.6321,54.6245,221.428,604.251
PF3D7_0609900,12.0374,23.4401,20.1166,11.6206,6.41391,3.51576,3.60557,3.97221,4.94087,4.69865,8.17568,12.6142,14.2608,23.0208,20.0613,12.6899,7.44558,4.22736,3.25933,4.75605,5.25016,5.43748,5.64341,12.504
PF3D7_0610000,4.33582,1.88367,0.799269,0.856607,0.458716,1.6073,10.4194,25.1815,28.8313,28.0826,23.7116,10.612,2.94902,1.54983,0.34041,0.368797,0.158179,0.936301,11.8437,22.7143,28.6201,36.3742,24.5637,22.9227
PF3D7_0610100,92.1787,184.875,148.252,130.333,99.507,93.7482,74.6691,82.8524,75.6002,55.5861,37.89,37.0847,118.706,188.898,174.168,144.808,87.5376,91.4513,76.0818,64.4865,64.3692,30.4489,48.5512,30.1601
PF3D7_0610200,9.78762,37.8677,38.1012,49.6522,31.9789,34.6193,17.6598,29.4897,19.9882,14.1881,8.7927,4.92387,15.9269,34.4657,48.7008,48.2025,19.7445,17.9451,13.2114,8.09272,9.40578,2.57598,3.52998,1.75736
PF3D7_0610300,1.17088,0,0,0,0,0,0,0.230216,0,0.232792,0.442779,0.240354,0,0,0,0,0,0,0,0,0.980236,0.895066,0.618902,3.24487
PF3D7_0610400,38898,5760.11,2882.8,877.492,579.936,376.597,3480.33,7047.85,18888.6,22912.2,43754.2,62061.5,38868.7,9914.45,1622.3,520.98,633.175,635.026,3684.81,13792.6,26619.7,60500.3,65176.5,146989
PF3D7_0610500,13.8746,62.4017,122.887,135.841,120.12,87.6854,86.948,83.4193,71.9629,41.2326,22.8283,8.09469,9.29778,43.1149,126.108,149.382,226.499,190.423,161.525,143.178,136.636,90.4328,36.5405,23.0705
PF3D7_0610600,14.9954,5.15055,3.77236,4.9956,14.1205,20.5785,43.0919,43.4295,40.9079,34.9897,50.0501,64.3967,17.7653,4.77782,2.47883,5.25581,10.2096,20.8904,38.2182,47.6082,39.4714,45.2428,49.4053,66.287
PF3D7_0610700,84.8109,121.484,156.196,281.356,286.753,149.72,136.087,214.347,125.245,80.4454,53.8988,88.4992,149.979,158.413,235.88,233.799,102.233,135.578,113.392,68.2137,61.3871,64.8328,12.4526,7.83458
PF3D7_0610800,344.266,588.956,494.529,409.822,363.866,320.444,309.264,240.431,191.598,91.2885,44.8491,56.4968,412.198,626.644,518.475,465.818,423.044,344.915,301.865,333.418,241.483,201.336,112.974,69.4312
PF3D7_0610900,95.2986,119.456,85.5747,81.4873,74.4449,67.8479,52.0851,44.725,46.8955,37.2551,27.4539,37.8751,97.0831,116.44,97.839,85.5759,55.1603,55.5259,45.7081,34.559,30.3749,25.6712,26,21.6569
PF3D7_0611000,0.74585,0.824164,0,0.0684144,0.102581,0,0.219817,2.49301,5.48033,13.0494,15.1367,17.0713,2.24223,0.713553,0.380623,0.0687273,0.176866,0,0.558433,1.37503,4.37088,13.9689,9.33037,13.332
PF3D7_0611100,54.935,4.99614,6.50113,2.23956,0,0,7.19576,29.6033,64.7245,113.67,123.619,93.5561,15.8313,6.67379,0.830652,0.749934,1.92991,1.26929,4.35248,22.0646,45.9904,93.3211,165.621,110.516
PF3D7_0611200,3.30501,1.81408,1.24239,0.855975,0.962592,4.21606,23.9121,38.0338,34.015,35.5605,22.8889,18.7569,3.85054,2.44449,0.793703,0.501603,0.737625,5.33644,20.0458,35.757,42.8054,45.6749,34.9392,32.8654
PF3D7_0611300,7.70352,1.89164,1.43585,0.847941,0.635705,3.24838,18.9955,37.1467,47.0809,38.9025,20.6834,9.17183,3.26949,2.31626,1.10076,0.56788,0.548027,1.44173,13.0187,25.8977,34.1809,34.5481,37.5295,17.3993
PF3D7_0611400,19.8446,41.255,32.4775,33.6432,29.5568,23.563,18.8086,21.8142,27.2799,33.1783,30.5465,22.4326,30.1288,38.9849,39.301,31.9139,15.7115,13.3864,12.9541,12.9707,15.1503,18.1163,15.2746,15.053
PF3D7_0611500,4.90071,1.44408,0.149133,0.513744,0.231094,0.337389,0.495203,1.23887,1.69455,1.8095,4.0948,16.4409,4.35796,1.07166,0.40015,0.0516094,0.132814,0.174701,0.299531,0.850335,2.34444,1.92667,3.25652,13.1158
PF3D7_0611600,29.7713,12.0632,4.4977,3.0988,1.54879,0.932737,1.82537,3.27965,15.9402,74.345,175.643,231.566,44.2088,11.9661,3.27563,1.24519,0.467311,0.351254,0.150559,1.25173,5.47972,10.7963,84.6967,95.2616
PF3D7_0611700,7487.98,9008.64,11968.7,11467.2,12683.9,12369.9,9389.73,6354.45,4266.92,4355,2595.68,1157.25,5197.75,8245.93,11143.2,12225.5,12786.7,15806,14964.2,9371.09,5854.47,6557.5,2638.66,2182.49
PF3D7_0611800,63.0849,36.0502,28.9235,33.7396,31.3416,43.4574,52.6975,48.0266,37.5242,32.8385,43.2175,71.8836,79.994,46.2937,34.1924,34.4218,24.547,30.8965,44.4925,35.0877,29.4524,20.8152,29.6312,30.1319
PF3D7_0611900,8.27617,2.40176,2.60437,3.17461,10.3479,21.7549,37.4004,37.1307,30.4381,23.9338,11.1911,8.49451,1.8627,1.02828,0.76791,2.35718,12.489,29.8047,43.4562,53.3612,42.0442,33.9337,24.922,25.2294
PF3D7_0612000,17.6583,6.74501,3.13458,5.75905,7.55577,3.15177,8.48101,25.8466,42.0623,55.7823,44.0229,34.6372,11.1029,6.43566,2.40304,3.61587,1.86105,6.11999,5.87604,13.6175,28.745,70.993,43.5577,58.7239
PF3D7_0612100,26.8905,78.8266,91.8573,121.182,119.498,109.921,89.6817,87.7857,75.5651,62.8952,45.1716,29.8593,43.6107,74.3788,115.357,120.889,117.62,106.563,99.3407,86.5173,79.1716,63.1595,39.0325,27.6078
PF3D7_0612200,18.817,6.00006,2.00659,1.14789,0.766351,0.449373,1.25632,3.34504,17.7191,45.8518,82.327,99.7828,21.3385,6.11723,1.18402,0.521858,0.28159,0.1852,0.312647,1.40664,6.82511,17.7944,61.3031,83.2338
PF3D7_0612300,3.20041,2.75057,1.27826,1.17425,0.440171,1.60659,3.77291,8.96692,9.40634,29.906,34.896,29.5636,11.8851,1.74961,0,0.589812,0.758922,1.49741,4.10779,7.98261,13.3966,22.8342,27.3487,35.0339
PF3D7_0612400,1.94162,0.238387,0.646244,0.0890491,0.267042,0.194936,1.14447,2.48142,6.0423,7.62406,7.34241,8.36994,2.23181,0.398044,0.0990849,0.178913,0,0.605632,0.93454,3.26367,6.9083,5.44225,9.57879,14.6628
PF3D7_0612500,15.8917,5.20304,7.25395,17.7699,12.0732,12.764,11.0027,9.52253,3.40165,5.2659,5.15106,14.2915,11.7764,7.03291,10.5042,6.6942,22.9695,16.9952,12.9506,8.86308,4.75149,6.94183,2.66666,5.87209
PF3D7_0612600,50.2243,17.334,22.745,27.5326,30.7308,27.396,23.4658,18.5836,18.221,23.1356,43.2945,69.4495,50.7722,17.2956,21.4731,28.6789,33.385,36.0195,28.848,23.5876,19.6163,23.7314,25.1888,65.8673
PF3D7_0612700,189.01,51.8811,16.9319,9.51532,3.94972,1.94177,2.13032,1.81492,15.0976,89.6932,231.16,754.63,368.342,81.141,19.4407,4.80643,1.2508,1.27967,0.18806,0.699131,2.75992,20.9823,105.638,165.831
PF3D7_0612800,13.3606,33.3378,37.1563,41.9401,45.2893,32.3017,23.9175,21.3869,23.4255,18.5942,14.2897,9.30826,22.1471,34.7494,44.4078,42.5796,37.6347,25.6782,21.1903,18.499,16.8908,19.7389,12.6976,9.87369
PF3D7_0612900,173.079,322.848,253.287,228.211,185.404,184.405,129.437,97.1257,63.8581,41.3568,19.8034,18.7239,203.783,339.051,303.78,260.016,246.791,276.532,187.012,131.611,98.0882,61.6529,34.338,23.6614
PF3D7_0613000,7.30064,5.8791,5.11304,1.40837,2.69486,3.24386,53.0852,123.219,180.445,151.097,104.488,38.585,8.99077,2.99071,0.979944,0.613027,0,3.49397,22.2087,49.5669,65.318,81.4066,50.7168,19.9068
PF3D7_0613100,510.835,322.382,300.953,317.814,327.192,263.621,212.375,229.506,196.261,200.182,249.481,610.937,771.564,387.194,366.729,329.273,86.6091,153.952,136.201,115.613,108.465,85.5207,133.052,144.988
PF3D7_0613200,238.911,35.1995,31.8074,17.5316,6.57176,14.3918,56.3296,218.43,390.332,545.06,338.799,232.953,88.7227,13.0609,29.2611,2.20148,5.66536,11.1782,30.6647,209.861,332.519,535.724,646.15,423.742
PF3D7_0613300,70.6544,14.5311,4.04809,1.54452,0.88303,0.425678,0.357022,0.369181,0.387456,6.83401,91.3601,284.665,107.496,22.0694,4.03066,1.0716,0.574521,0.283394,0.12957,0.157644,0.253538,1.57426,23.4569,75.3175
PF3D7_0613400,104.5,24.8326,10.4718,4.22582,4.01809,7.55848,67.8884,116.54,220.589,263.446,284.554,204.248,70.3418,28.8712,5.04612,2.17434,3.46391,10.3395,56.1267,127.826,178.38,321.825,326.369,350.946
PF3D7_0613500,4.33789,2.02153,2.5293,4.63539,8.43098,12.7159,12.5047,12.7749,14.9885,17.4504,14.2728,9.46363,3.3596,1.15976,1.96487,5.13509,9.07018,15.6444,12.7611,11.6473,12.6973,19.1863,20.1843,16.8478
PF3D7_0613600,83.4699,14.6508,4.2711,1.96179,1.07389,1.43151,5.48619,8.00976,8.73049,11.3982,31.7307,154.915,109.261,25.2633,4.24449,1.17307,0.966025,1.42953,2.37836,3.71833,5.48874,7.5475,15.9106,39.6315
PF3D7_0613700,14.0647,5.41813,5.2224,13.5639,27.1171,31.6098,30.626,29.8102,38.8391,50.3593,54.9598,56.5776,13.5997,5.53745,5.18888,15.9088,22.3367,34.4929,28.3206,27.9303,31.2731,42.0529,56.8145,72.055
PF3D7_0613800,61.252,15.7014,5.9745,2.7268,1.69241,1.1498,3.65852,13.6382,64.0792,153.958,290.426,258.545,58.308,19.3542,4.28589,1.3659,1.146,0.475032,1.29445,8.39863,33.7992,87.1119,257.542,306.971
PF3D7_0613900,399.667,57.3982,15.4946,6.53227,3.09529,1.68278,1.40695,1.64388,2.19714,2.28417,36.4279,373.672,349.961,92.8986,13.3804,4.44486,1.25022,0.944986,0.917418,1.38244,1.53166,2.02518,11.4245,91.2969
PF3D7_0614000,48.4355,19.1238,8.76804,6.009,4.45704,8.57123,24.887,49.7745,66.4492,79.3595,86.091,127.931,64.2089,19.9544,6.295,4.14206,4.95783,7.60837,15.9147,31.7801,54.5518,67.8366,69.6226,79.8136
PF3D7_0614100,16.0734,4.31837,3.02107,2.7926,1.45644,1.76563,1.95059,1.74746,2.43562,10.4423,43.2274,85.2625,17.3888,4.75534,2.64413,2.05612,1.39008,1.76951,1.47649,0.902301,1.9195,3.32475,21.5566,46.9025
PF3D7_0614200,5.20838,17.4271,27.6071,25.0929,18.6917,19.1768,18.3819,14.6622,12.5897,8.60351,6.16035,5.97529,7.05849,16.3921,30.0273,27.4145,22.3006,18.4931,20.3051,17.2087,16.5245,14.5368,5.74622,6.01643
PF3D7_0614300,65.9362,39.0224,93.2194,205.109,325.952,306.266,179.752,148.498,216.836,232.656,261.597,191.614,64.9938,45.0078,100.77,225.655,296.817,289.63,186.035,156.076,171.261,242.935,274.864,240.341
PF3D7_0614400,47.7827,84.7583,135.364,148.42,161.805,115.048,62.3318,38.9095,42.173,36.7422,32.1785,19.5277,41.9792,95.4229,131.743,153.683,175.085,174.77,96.5224,60.4781,42.8339,54.8182,31.7537,24.5492
PF3D7_0614500,656.459,1253.68,1870.62,1942.97,1987.97,2106.61,1943.9,1362.93,1158.37,949.27,574.341,209.636,552.379,1219.12,1931.64,2116.01,1933.63,2367.07,2281.81,1791.47,1290.2,1219.17,711.824,380.057
PF3D7_0614600,5.32589,1.54726,0.399472,0.275226,0,0.090374,0.324247,0.235981,0.181563,0.566725,6.22175,16.6918,5.14689,1.35327,0.520615,0.165891,0.284607,0.046796,0.38512,0.0650781,0.156997,0.267598,2.35257,13.3877
PF3D7_0614700,32.9323,9.15618,5.98157,2.99975,2.14383,1.96387,1.92165,1.78778,1.58523,2.68889,38.1219,107.819,50.8597,13.3669,5.02233,2.98531,1.88439,1.66835,1.50378,1.59095,1.91905,2.21959,15.1321,47.5598
PF3D7_0614800,24.0627,6.69837,2.12588,3.45827,9.82169,31.885,49.9366,61.6795,49.0401,47.7969,38.9141,42.4297,29.4925,6.78952,1.53921,3.51497,7.88856,22.9667,47.9168,51.324,46.7415,31.5334,34.6599,37.6142
PF3D7_0614900,22.7706,5.58166,1.7839,1.00959,0.723983,1.44135,3.98036,9.89512,21.8005,42.2989,67.0275,85.2994,25.2183,6.19147,1.49782,0.558548,0.832173,1.76633,3.5147,7.02322,15.5409,21.4003,53.3157,58.7502
PF3D7_0615000,62.2659,119.26,148.94,116.894,102.765,71.683,34.6631,28.9741,22.786,21.3548,21.1918,13.4208,71.205,133.606,149.557,110.161,72.3499,94.8444,45.0657,29.7108,21.2855,17.4528,21.0274,17.5434
PF3D7_0615100,0.449627,0.165612,0.119722,0.123728,0,0.180568,0.0883429,0.0663035,0.0388677,0.29053,0.283384,0.138447,0.0795118,0.430157,0.0917817,0,0.106621,0,0,0.0975199,0.141157,0.343713,0.118832,0.43612
PF3D7_0615200,1.72047,0.454969,0.140957,0.24279,0.509657,0.106297,0.052006,0.468381,1.51013,1.36824,2.16871,1.19535,0.468073,0.217051,0.108061,0.19512,0,0,0.0566221,0.34445,0.77557,0.944244,1.81881,2.05389
PF3D7_0615300,2.38984,1.07379,1.0019,1.67907,2.26585,2.3279,3.5966,9.00779,12.4128,17.56,14.3573,7.30647,2.01418,1.1675,0.788838,1.78046,2.31507,1.61777,3.67653,4.56575,8.59885,7.77399,8.83357,7.80667
PF3D7_0615400,23.3243,52.3605,50.8421,68.0951,47.9429,50.8402,29.5139,45.296,41.5404,63.9351,64.8066,52.0881,28.5373,53.0604,69.5261,71.8159,54.0301,41.0651,34.6267,28.7146,31.5549,25.2661,48.8424,38.1852
PF3D7_0615500,21.8027,8.52813,4.89778,2.64292,1.69835,2.19542,11.2213,27.5164,57.7758,101.119,106.884,79.3194,18.7433,6.99681,2.15307,0.948218,0.915068,2.36721,6.65897,20.1428,37.4478,83.7439,159.235,128.508
PF3D7_0615600,20.9938,58.7088,62.7112,59.9151,46.5836,35.1035,26.8657,22.6748,21.42,16.0758,12.6957,10.6044,25.6781,57.7404,67.2735,62.494,50.4079,38.1462,29.0719,26.6547,23.369,20.7521,15.2542,13.3089
PF3D7_0615700,31.7842,75.5593,91.9911,109.013,105.929,86.3908,73.6725,75.8072,66.4193,54.1258,46.5682,44.4426,39.4264,79.5766,106.254,125.302,155.985,110.924,94.2044,88.5191,73.8498,72.7739,69.4744,61.0204
PF3D7_0615800,5.28541,2.05494,0.860044,1.79111,4.30101,7.9155,11.7117,16.3747,21.1947,26.3365,24.7065,18.5801,4.9849,1.74571,0.91407,1.28522,3.27262,8.88428,11.6834,14.8867,20.9411,30.5273,37.4958,32.6924
PF3D7_0615900,2.66655,1.12414,0.929939,3.11694,9.60678,15.5608,12.1291,12.4762,11.2765,9.25194,6.47266,4.99907,2.11989,0.903036,1.18498,3.55739,10.6544,15.7076,13.983,11.5363,12.2188,6.3257,6.87693,6.38272
PF3D7_0616000,3.62591,4.73297,9.09575,14.7041,31.1288,53.111,42.2202,19.9617,12.9335,5.29288,2.67017,2.58551,2.02485,2.60819,7.83002,18.5697,59.2824,71.0147,55.398,40.0249,23.765,17.5546,9.07853,6.76953
PF3D7_0616100,15.3721,11.3241,11.1879,9.96424,15.5042,12.7583,20.5382,18.0338,26.0451,26.1819,20.9272,11.7807,5.79925,16.2471,12.1332,12.2762,12.1508,23.0155,21.265,23.783,24.666,16.7126,23.4733,18.4604
PF3D7_0616200,16.7572,5.07621,2.58542,1.6089,1.2062,3.55348,15.8469,31.8082,41.2366,54.349,81.5305,97.2159,27.6946,6.50678,1.47054,0.750408,1.18839,3.07753,9.31349,16.7797,27.6642,20.5915,38.9343,48.8698
PF3D7_0616300,7.43405,20.3949,15.6992,16.4597,11.7053,11.0154,8.5624,9.57643,8.42068,10.6519,8.78921,4.94646,10.5171,16.5366,15.0704,13.7004,13.8597,23.988,18.9738,13.8998,13.6276,8.62231,5.69098,3.83625
PF3D7_0616400,3.5363,10.9201,12.0445,9.74519,7.87985,9.09311,11.5869,11.8851,13.0282,11.7955,7.45928,2.78878,3.86912,7.56605,12.5468,10.2961,9.12173,9.71316,12.4521,13.7617,15.0901,12.4338,6.58931,6.38774
PF3D7_0616500,0.188815,0.370916,0.519516,0.531127,0.34625,0.429687,0.741968,0.408368,0.293795,0.53807,0.483947,0.103358,0.15582,0.344074,0.385425,0.313175,0.56714,0.431899,0.53855,0.491426,0.434698,0.112263,0.077625,0.0697687
PF3D7_0616600,6.9122,1.95012,0.665717,0.647523,0.48545,1.2403,4.07433,12.7665,16.6797,19.7953,21.8753,23.5479,5.51357,1.44719,0.630436,0.216828,0.488245,1.05509,3.64945,8.10201,13.0817,9.93084,23.5284,19.2374
PF3D7_0616700,0.913817,1.07708,0.875959,1.4082,4.52457,6.56902,5.7455,5.06677,3.76012,4.08787,1.86607,1.31309,0.969593,0.549526,0.484994,2.02091,3.55381,6.6129,6.72463,4.5982,2.83061,3.25994,2.12531,1.77273
PF3D7_0616800,8.31454,3.95021,3.89841,11.871,37.9359,57.5991,43.5757,37.6001,49.0308,48.1729,35.9307,16.3257,6.13707,3.95254,4.50136,15.7561,46.5481,60.9468,60.0873,45.1621,46.4177,66.7837,54.8725,36.7172
PF3D7_0616900,5.46488,15.8942,18.664,20.3271,16.7066,14.9421,12.3962,14.4638,14.5286,12.9341,9.02536,5.95164,6.99053,15.5818,23.1925,20.2392,12.9125,14.8822,11.3824,10.3056,10.6706,5.90363,7.10335,4.84273
PF3D7_0617000,14.2932,54.2713,93.1021,116.636,138.845,177.995,158.566,108.118,64.2492,24.6547,9.87596,6.0311,25.1823,64.7536,103.468,133.462,132.06,124.256,114.886,100.694,63.3198,36.0162,15.1568,5.35479
PF3D7_0617100,88.8458,114.539,83.3368,71.1208,54.7679,55.0214,44.0722,36.3591,29.9319,18.7249,31.5757,85.3025,125.021,138.976,94.6137,72.6494,53.94,52.6665,48.4796,39.1031,31.2096,17.9073,25.3829,48.1543
PF3D7_0617200,169.745,369.234,466.795,643.419,584.363,660.34,373.928,380.405,343.516,361.588,309.026,225.645,199.019,372.311,575.079,688.618,351.076,406.084,331.391,198.966,189.007,67.6383,240.331,131.044
PF3D7_0617300,109.861,29.0737,6.3659,5.01251,3.7579,2.286,2.01317,7.05101,19.8795,49.3435,110.069,204.019,100.662,32.986,8.36613,2.72753,0.539933,0.71022,1.70478,3.4569,9.53096,33.651,135.598,171.634
PF3D7_0617400,0.864123,5.09256,12.669,14.4809,12.1564,5.33289,0.852381,0.162967,0.115859,0.0420742,0.0577971,0.086882,1.42208,5.50493,10.4323,16.5491,18.3166,7.89912,1.72781,0.940926,0.15502,0.215696,0.0248575,0.039098
PF3D7_0617500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0617600,0,0,0,0,0,0,0.342987,0.308904,0,0.0347067,0,0,0,0,0,0,0,0,0.448116,0.0757232,0.219214,0,0,0
PF3D7_0617700,0,0.0763167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0617800,33593.3,5414.32,2862.53,1161.04,1008.6,739.046,4689.13,7156.57,16367.9,18689.4,36225.8,55186.1,32968.7,8524.2,1670.11,828.361,1727.03,1837.66,6603.98,16606.4,27617.9,62684.9,57806.5,145291
PF3D7_0617900,10408.5,2945.24,2359.06,1576.96,1476.79,1348.97,2188.36,2420.39,4507.1,4085.66,6625.86,12330.9,9477.29,4194.09,1955.44,1520.03,2260.05,2471.93,2798.55,4355.81,5134.26,9653.41,10372.5,22532.7
PF3D7_0618000,275.793,42.3801,14.3479,5.68716,2.32565,0.995975,1.68333,0.376798,0.818564,9.20038,194.931,752.651,326.655,66.0029,12.0579,2.99163,1.28313,0.632929,0.482302,0.26895,0.283124,3.36082,91.6837,305.129
PF3D7_0618100,7.34469,2.38483,0.872779,0.890848,0.534298,3.43713,7.29892,10.9441,9.67576,7.65125,9.42653,15.5255,8.4585,1.72555,0.64431,0.313223,1.20909,2.91577,8.51811,8.95237,11.4592,7.20769,3.85016,8.14177
PF3D7_0618200,50.6418,111.232,270.681,307.097,324.58,283.727,228.181,170.248,162.968,125.64,82.8687,37.6281,38.8986,102.078,268.393,322.472,305.599,260.299,238.598,190.295,163.733,145.509,125.247,60.9593
PF3D7_0618300,974.214,1810.14,2532.32,2669.98,2770.83,2757.17,2211.05,1473.87,1306.49,1046.64,641.508,203.411,889.231,1556.81,2533.07,2922.64,4977.51,4851,4044.22,2894.95,2106.35,2249.79,856.911,541.373
PF3D7_0618400,0,0.0379493,0,0,0,0,0.06073,0.106352,0.080157,0.0921787,0.116885,0.190346,0,0,0.031547,0.0284815,0,0,0,0.0335193,0.0970363,0.27566,0,0.0856583
PF3D7_0618500,16.5095,4.58633,2.22019,2.32508,1.65138,1.20548,3.53868,10.853,37.0194,50.9929,65.0807,64.1515,19.2276,6.56397,1.29356,1.35226,2.21451,1.5605,1.56965,13.2379,41.3944,72.1536,111.888,133.284
PF3D7_0618600,6.7377,2.14109,1.05532,1.52689,2.18041,9.39081,34.4974,60.0035,62.3548,61.4234,49.06,27.1737,5.32667,1.95003,0.72813,0.8765,2.44359,11.1263,21.9591,37.7371,39.9824,46.1531,37.0107,28.7773
PF3D7_0618700,5.2931,5.84887,11.4765,16.9238,13.8318,16.0185,13.6684,21.7064,18.237,23.8285,18.5866,12.3401,4.94758,4.23714,14.5864,14.8412,17.5724,13.4441,18.9256,12.7923,20.6529,7.99617,14.189,12.0494
PF3D7_0618800,0.985177,0.799372,0.250918,0.188592,0.0471294,0.894495,4.93177,6.28272,5.13939,5.74838,5.42092,4.32604,0.575677,0.398081,0.0349744,0.110515,0.650067,1.52313,6.17586,10.0892,11.744,10.9583,5.28291,6.71874
PF3D7_0618900,4.83474,1.55248,0.462139,0.545913,0.238698,0.0996729,1.74291,7.05953,11.9727,27.247,37.8471,38.2419,5.91901,1.74598,0.455494,0.274254,0.459213,0.541371,1.10514,4.24821,9.28863,17.0577,21.6818,29.7122
PF3D7_0619000,9.87299,11.4866,23.7106,37.6159,32.5344,34.4367,26.2133,34.9985,39.5422,44.5527,44.2041,35.2088,9.64793,10.4161,28.6247,39.2251,23.9534,23.546,21.6272,19.8599,22.4003,16.6984,32.0484,24.1781
PF3D7_0619100,4.16416,5.37776,12.1556,15.1654,19.7695,18.5812,17.2726,14.7375,15.7852,15.5463,14.5418,13.5502,3.27283,5.05884,11.7114,18.1339,21.0658,22.5141,22.6328,18.1303,18.4637,26.7236,17.337,18.6353
PF3D7_0619200,57.5726,95.1733,74.1455,67.4266,44.1972,36.9834,18.3129,20.1502,16.1283,24.2294,23.2064,22.5191,71.7053,102.426,93.7146,71.5656,42.6391,36.7138,24.0849,14.4548,15.8303,13.199,17.0906,15.0637
PF3D7_0619300,1.45613,0.618638,0.252329,0.313775,0.387825,1.13707,3.72841,6.30773,7.36066,7.68108,6.0659,3.13144,1.00548,0.461201,0.193441,0.140567,0.394625,1.02375,3.62423,4.88772,7.9625,4.88834,6.46289,3.9137
PF3D7_0619400,160.091,101.025,169.907,202.093,259.027,281.355,334.655,309.191,442.212,424.389,472.941,408.855,136.165,92.4714,148.9,244.356,333.929,307.082,332.085,464.523,459.765,702.156,902.203,879.673
PF3D7_0619500,2.13696,2.93551,9.69788,21.8856,28.3174,28.482,26.8595,25.6544,24.6839,20.566,12.9454,5.74718,1.90592,2.81055,11.3922,24.0862,22.708,28.5173,22.4859,21.9115,22.285,21.2917,12.2777,6.66031
PF3D7_0619600,0.255187,0.225585,0.244615,0.580504,1.03888,1.63971,2.72757,4.19456,3.54715,3.12531,1.44108,0.838141,0.324915,0.0279013,0.375054,0.601971,1.25867,1.783,3.10068,3.14374,4.72138,2.41893,1.40282,0.848642
PF3D7_0619700,9.7868,3.23987,1.66008,1.86192,1.27624,1.51391,1.31043,4.26188,9.09933,25.7997,41.7067,47.5314,9.74316,4.67655,1.95337,1.1757,1.92538,1.44721,2.94654,2.89312,8.31469,10.3447,34.4107,42.8331
