time_points,0,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57,60,63,66,69
PF3D7_0918700,245.709,116.399,53.2596,20.3359,4.5822,1.30354,0.505391,0.216748,0.529414,0.487051,1.9763,59.7916,227.002,168.341,66.7832,21.8059,9.93361,1.18439,0.314428,2.1253,0.717804,0.561803,1.40279,15.5468
PF3D7_0918800,39.5027,86.2539,77.0349,67.8641,61.7883,51.8572,40.0247,26.8284,20.3913,9.27745,4.60421,3.10486,46.7796,86.9978,82.0159,70.8138,66.5447,55.7615,37.1405,33.2241,23.9781,14.6785,9.6109,4.7268
PF3D7_0918900,53.2712,151.449,154.922,128.626,98.2559,103.162,127.625,107.9,74.8052,38.0319,15.8916,13.7685,77.4619,167.753,168.604,146.055,87.1857,99.2102,96.8068,104.478,72.2943,46.8431,35.8599,16.0305
PF3D7_0919000,1679.19,2375.27,1948.74,1356.94,1076.96,786.815,725.451,719.33,970.612,767.228,577.688,314.31,1428.97,2306.79,1896.2,1530.96,1229.68,773.913,833.543,1159.59,896.445,1141.29,1070.24,754.902
PF3D7_0919100,57.9515,149.352,145.222,167.916,154.79,149.698,84.5993,102.575,122.43,175.438,183.819,98.7262,81.7933,152.262,170.976,180.912,135.495,127.125,80.2327,64.1378,77.7046,94.1211,124.007,83.3777
PF3D7_0919200,210.695,43.9217,13.0109,4.60544,2.46622,0.630106,2.02584,1.54247,0.697535,0.534766,23.1118,303.768,288.244,75.6047,12.7197,3.13941,1.06304,0.419492,1.43847,0.875066,0.656771,0.685379,7.02969,55.6571
PF3D7_0919300,1497.53,247.597,65.3658,24.6136,13.8598,5.41166,2.30231,0.691176,0.709053,1.68903,34.3416,552.636,1023.23,291.309,39.3472,16.7361,5.8352,2.19301,1.504,1.01659,0.980987,2.09009,23.2266,286.579
PF3D7_0919400,24.2702,9.44552,4.8773,3.05791,1.56194,0.919508,5.03854,23.4096,91.236,159.855,201.823,153.975,31.7441,9.8134,3.06602,1.85664,0.608102,0.628485,1.05797,7.50862,22.8871,63.1038,157.236,99.2913
PF3D7_0919500,2.00634,0.837533,0.267113,0.0736138,0.110377,0.0805734,0.0788411,0.157792,0.485621,1.47591,2.52905,3.74786,1.4192,0.493574,0.122865,0.147901,0.475768,0.0625819,0,0.217578,0.503899,1.07361,1.76751,3.1137
PF3D7_0919600,0.600433,0.737197,0.426339,0.110151,0.165162,1.36641,5.07285,7.73265,5.95165,4.97403,3.45634,1.47906,0.566295,0.109416,0.163421,0.0368851,0.474608,2.30988,7.19289,8.85553,14.1167,9.94488,3.77325,2.66238
PF3D7_0919700,4.45332,9.55406,16.9755,30.0132,41.0046,51.7704,58.7625,55.762,35.903,12.7684,5.3181,2.50192,2.15533,4.86912,22.2,31.7919,19.7866,32.0221,36.2009,26.2314,20.4072,13.9755,5.53381,1.81875
PF3D7_0919800,33.8914,44.8103,31.1256,19.5237,7.07844,2.51022,3.78007,12.0903,24.9955,48.2004,77.6245,102.582,49.3535,48.5497,40.4155,21.5279,7.58439,2.75997,2.29223,7.78209,15.8006,16.5687,58.4699,73.2941
PF3D7_0919900,43.7742,11.5365,3.9435,2.31715,1.08999,0.98465,1.50848,4.44338,20.9165,67.3054,169.107,228.943,55.998,15.2317,3.42761,1.20495,0.704744,0.45578,0.614565,2.47091,10.8956,32.0018,128.875,170.64
PF3D7_0920000,1.64129,0.771007,0.722042,0.497469,0.4711,1.20363,1.14971,3.12885,4.8856,4.88057,3.07635,2.72464,1.00955,0.429127,0.291333,0.184116,0.338437,0.222588,0.549554,1.70251,3.34552,4.90956,4.62693,2.4918
PF3D7_0920100,0.676125,1.66026,6.00106,10.5845,14.6306,19.8216,22.7608,21.8019,21.1189,15.0109,7.21594,4.71895,1.91305,3.44985,6.90082,13.7065,15.3918,17.0124,16.3922,14.0779,15.4717,12.9788,10.7216,4.87176
PF3D7_0920200,8.78032,3.8061,2.40951,1.26561,1.67586,4.47963,17.8501,28.2032,51.0704,58.4448,55.3167,31.1556,8.77755,2.57146,1.09734,0.891633,1.0623,2.68288,9.3531,21.4922,28.8215,48.7193,69.3638,44.8174
PF3D7_0920300,1.70866,0.167828,0,0.37615,0.188001,0,0.402861,1.74695,1.65428,5.02772,2.41227,3.22687,0,0,0,0.125957,0,0.213186,0,0.296473,0.143045,0.348311,0.240843,0.568226
PF3D7_0920400,1.63227,1.54679,2.65671,3.39933,4.41401,5.41026,7.48921,8.43917,11.2482,12.2496,9.71961,4.50215,1.78881,1.34478,2.72185,3.83856,4.62296,5.55032,7.88839,7.23005,10.114,10.0759,9.93211,6.60051
PF3D7_0920500,521.539,82.3459,17.4358,6.18843,2.72911,1.32814,7.92745,16.7113,19.8976,25.4461,81.291,514.728,524.481,132.705,20.9276,5.24157,1.56847,0.412629,2.82987,8.75096,18.5502,15.5058,56.6382,222.713
PF3D7_0920600,13.2641,2.83427,0.984836,0.538142,0.157871,0.332924,3.37043,6.34435,10.8045,14.8466,18.2149,23.7067,8.70583,3.01555,0.546722,0.211541,0.272193,0.218802,1.8689,4.95151,9.23588,9.00213,15.1683,16.9126
PF3D7_0920700,202.662,31.5674,9.42998,4.09283,2.017,2.81944,7.6634,11.6719,9.81815,13.7721,66.117,364.743,200.906,48.5727,8.9808,2.61644,1.8498,2.23854,5.94065,10.4559,10.2203,9.18325,41.3152,171.475
PF3D7_0920800,125.499,408.421,425.957,407.485,382.713,352.575,260.047,142.916,73.4346,25.9642,8.75619,8.3655,142.626,361.927,444.976,486.706,495.486,382.559,272.628,235.474,113.013,63.0607,26.9261,12.0638
PF3D7_0920900,28.8102,65.2316,70.8403,61.8929,58.5892,47.2376,41.4592,47.1333,45.1377,40.4118,27.0993,15.9475,36.1202,67.345,78.8456,66.4603,65.6798,62.7815,55.7226,49.5583,49.4861,53.4136,32.1723,22.0804
PF3D7_0921000,27.3334,31.4619,79.6494,129.314,148.206,175.403,215.607,161.271,128.576,81.5615,63.5194,36.3482,21.5307,27.5867,82.8166,144.351,299.813,245.872,289.825,322.77,241.664,181.102,137.095,107.677
PF3D7_0921100,0,0.127487,0,0.285736,3.14185,6.56775,11.833,11.0757,3.85968,3.14827,1.24344,0.532876,0.550868,0.141913,0.317938,0.478404,1.7236,12.7935,15.882,12.274,9.67088,7.93762,1.37214,0.575523
PF3D7_0921200,9.40086,29.9555,33.0301,35.7656,31.1521,29.2515,23.103,14.7834,9.11692,3.10293,1.57384,1.57548,12.78,29.4506,35.6736,38.4468,38.472,36.0241,26.654,22.548,13.4885,6.92439,2.6463,1.68936
PF3D7_0921300,3.91692,5.86711,6.4142,7.61687,8.13462,9.04485,10.7359,12.842,12.4942,7.57338,3.18462,1.16588,4.71013,8.02995,6.99611,8.33748,8.08083,8.18587,11.8564,13.8901,12.3379,12.3762,3.89926,1.89963
PF3D7_0921400,0.683634,0.33574,0.364062,0.25083,0,0.274544,2.32822,10.8876,14.1831,11.5531,5.51514,3.55513,0.967148,0.373732,0.0930328,0.0839924,0,0,1.07245,2.27353,5.53247,6.15503,3.45294,1.13674
PF3D7_0921500,0,0.0569191,0.123441,0.042524,0,0.0930887,2.04946,3.60046,2.20413,1.7282,0.730469,0.475825,0.245946,0,0,0,0.329801,0.723025,2.67765,5.3794,5.96722,5.25679,0.73514,0.321191
PF3D7_0921600,7.77693,24.3801,22.9993,21.7239,17.9123,15.8345,12.4075,10.255,9.42075,7.92681,5.23483,2.96934,13.1476,23.3975,24.5532,22.0526,17.6548,17.9832,14.1299,11.3124,11.079,8.05877,5.19778,3.82194
PF3D7_0921700,9.89,4.45567,2.00226,2.42913,3.55233,8.56722,14.871,29.4736,31.3994,56.2916,49.0423,22.6172,7.74738,3.88746,2.16899,1.41595,2.48092,5.96584,17.3799,17.6568,25.6945,24.4512,34.4477,19.435
PF3D7_0921800,47.3117,113.938,107.143,89.4477,79.3816,73.0338,52.0689,40.9178,23.4248,13.969,6.37986,5.74329,70.6016,113.168,124.94,96.6353,53.8221,61.2854,47.0068,36.9549,23.0281,17.2223,5.64964,2.87496
PF3D7_0921900,126.68,245.406,226.886,217.35,186.386,183.657,109.98,104.799,81.2591,70.1071,37.5358,22.6086,167.835,258.309,264.327,225.444,182.712,194.249,156.585,101.941,90.4022,20.3265,41.3662,23.1116
PF3D7_0922000,0.871898,0.535248,0.667461,0.419876,0.629565,0.284497,0.27838,0.846438,0.99866,1.04009,0.522051,0.26847,0.578197,0.595816,0.51169,0.241026,0.516889,0.203973,0.442976,0.969171,1.36863,0.888684,1.57463,0.875909
PF3D7_0922100,107.862,227.985,180.101,194.304,126.516,90.4774,53.8868,65.3953,61.8559,51.5464,33.7016,25.4825,141.023,249.464,240.532,204.832,113.13,86.8146,48.8379,41.6476,45.0569,25.8472,32.0975,21.4649
PF3D7_0922200,1357.09,1678.39,1635.86,1569.77,1622.01,1250.54,1332.42,1810.88,2722.94,2305.27,1932.87,905.854,1287.41,1790.51,1574.23,1857.81,2895.11,1921.36,1724.72,2899.95,3415.26,4206.02,2965.95,2321.11
PF3D7_0922300,34.0761,6.49908,1.84993,0.971088,1.00104,0.59788,0.520022,2.6995,3.03148,1.54574,1.83493,21.6642,30.0715,10.49,1.41819,0.304853,0.941425,0,0.707724,2.65495,3.73908,3.54066,4.48841,8.89344
PF3D7_0922400,5.57926,1.32582,0.982406,0.676853,0.519816,0.542081,5.48107,10.554,9.81703,5.4926,2.51821,8.07245,6.14259,2.04159,0.459228,0.364851,0.597495,0.561384,4.54306,9.30988,11.1309,10.3644,3.59915,5.26202
PF3D7_0922500,203.024,429.601,1093.08,1614.04,2054.89,1760.5,2010.86,1906.75,2004.2,1009.82,462.579,205.701,169.056,391.646,1081.88,1891.11,2449.72,1774.05,1788.18,2331.53,1971.55,1902.3,1308.61,509.343
PF3D7_0922600,251.098,614.215,637.614,640.638,518.748,259.837,129.801,132.722,180.235,136.264,110.178,67.3813,413.28,619.253,677.646,693.927,329.503,209.829,94.4483,108.623,109.726,122.958,87.0559,51.1214
PF3D7_0922700,33.8904,75.0436,75.4374,84.588,62.8027,68.5286,55.6068,71.4859,67.587,56.8593,43.0946,24.5322,38.7978,74.4343,87.2031,82.6739,50.475,46.4573,46.8059,36.1722,43.0563,21.2105,45.9891,22.6563
PF3D7_0922800,3.81177,12.2666,13.5937,13.7591,10.194,7.90185,9.56483,12.8468,13.2378,9.83837,6.00544,3.67699,4.89351,11.6512,15.8858,14.2121,13.1053,11.2845,12.0488,14.0482,17.6456,9.9376,9.45774,6.57169
PF3D7_0922900,1.5778,1.37755,1.8672,1.02916,0.192892,0.35202,0.482232,2.48179,3.69773,1.74275,0.662955,0.719744,0.620038,0.766718,0.930436,0.581553,0.997728,0.437466,0.675045,2.05326,3.9627,3.03767,1.97687,1.36036
PF3D7_0923000,41.6371,100.964,96.7642,82.956,80.6775,62.9506,60.1535,44.4845,36.8398,19.3259,7.94991,5.02771,57.9301,96.4888,107.054,95.4098,83.4893,74.2006,59.0744,48.4736,39.9198,29.9568,14.2408,7.46637
PF3D7_0923100,0.793833,1.68939,1.69099,1.16505,2.7659,4.14439,3.84732,4.42231,2.74489,1.1048,0.26684,0,0.561524,1.88056,0.756205,2.24323,4.01587,3.96181,4.64166,3.09915,2.65832,1.88794,0.372981,0
PF3D7_0923200,20.603,73.768,88.3272,83.6601,87.0675,85.4911,79.3788,51.3494,32.8542,11.8768,4.39617,3.615,30.0837,70.4116,92.2897,91.3186,97.4947,82.8986,79.6533,61.4371,43.1934,27.0122,8.25394,4.24243
PF3D7_0923300,2.61223,8.31207,11.0999,10.6028,11.2872,10.9277,5.98793,1.56223,1.16669,0.389517,0.178359,0.290457,3.3491,10.9187,11.62,11.0725,12.0792,10.253,7.91643,3.65908,1.68574,0.97071,0.134241,0.211146
PF3D7_0923400,15.4327,43.0068,40.2075,51.7596,49.243,50.6144,30.0889,31.9539,26.9276,20.7542,11.9114,5.53987,17.7182,38.6361,48.3361,53.7612,28.4134,29.8207,22.6862,14.4187,13.2015,6.49358,8.81276,3.3557
PF3D7_0923500,12.5907,4.58546,2.18479,2.95863,1.9457,0.852195,2.39044,7.64918,9.1963,19.0978,24.5732,26.5427,9.10626,4.87233,2.77226,2.97216,2.28118,2.20635,4.05523,3.55925,10.5999,7.71428,20.489,19.9947
PF3D7_0923600,1.03538,0.444925,0.344613,0.759776,0.284803,0.519754,2.28861,4.7331,4.78839,4.52874,5.64468,3.71943,1.46477,0.283013,0.211351,0.286219,0,0.242218,2.93472,3.64917,5.25497,5.93614,2.82761,3.22803
PF3D7_0923700,1.34812,0.378328,0.307682,0.141324,0.423803,0.154685,0.302718,0.49226,0.199777,0.382899,0.436973,0.0790675,0,0.315854,0.157251,0.070985,0.548027,0.240289,0.0823968,0.417705,0.241846,0.490739,0.542922,0.106744
PF3D7_0923800,67.4228,15.8144,7.04641,3.2078,2.38107,4.38016,33.2296,68.3689,112.89,115.629,92.844,70.7336,44.8313,15.4745,3.60467,2.23162,2.95581,5.29214,28.2139,75.267,120.108,193.277,197.329,148.827
PF3D7_0923900,870.652,981.39,895.929,585.618,508.898,421.141,401.223,318.778,327.207,242.861,212.374,173.735,831.178,1148.74,865.432,656.039,624.999,608.532,495.453,498.117,454.604,464.608,288.393,270.582
PF3D7_0924000,301.118,157.391,117.721,80.1852,62.3082,44.4077,28.3412,23.105,29.5945,36.2042,65.1206,301.051,320.978,212.651,116.164,82.5399,65.5186,63.5918,35.6293,31.1254,27.3852,36.4139,52.4469,127.722
PF3D7_0924100,5.7875,9.70854,14.0598,14.3871,17.315,16.6614,14.9743,12.2487,12.1645,11.7005,10.7708,8.81017,4.36982,9.38515,13.4865,16.5622,20.6632,26.1659,22.7581,15.9093,15.7604,9.08037,13.1761,12.0382
PF3D7_0924200,1.0331,2.57743,3.80717,5.70095,7.00213,8.56332,8.28177,8.04381,5.28691,5.93193,4.83398,3.35922,1.66616,2.43985,4.48765,6.12305,5.84039,8.58466,8.66326,6.61457,7.52457,7.39202,3.65508,3.75632
PF3D7_0924300,7.02272,2.60183,2.23081,1.35615,0.338903,0.643224,6.82651,12.088,16.4442,23.4667,16.8971,18.3614,7.40779,2.2227,0.452696,0.363294,0.350593,0.461166,2.47748,5.55821,8.50948,18.8367,26.7876,17.9598
PF3D7_0924400,303.098,93.6137,72.998,65.8357,53.5638,42.4861,39.6973,42.2113,55.8651,67.755,77.0364,214.28,281.964,129.192,77.4223,65.6875,50.5542,45.2014,36.7228,41.1918,45.9026,59.5428,81.7536,109.841
PF3D7_0924500,4.33357,1.71898,1.38468,1.32094,1.1737,1.05759,0.982456,0.6882,2.0402,12.7383,30.3889,39.5795,6.55521,1.82238,0.816559,0.921514,1.48611,1.16457,0.841465,0.737469,1.54887,5.92898,23.9283,38.6712
PF3D7_0924600,5.09141,2.39043,0.94356,0.81448,0.537793,0.253541,0.368133,0.616654,2.1478,12.3739,30.1178,36.8059,6.18009,1.85931,0.631896,0.547973,0.135222,0.10164,0.104559,0.203188,0.852485,3.78829,18.9318,26.7523
PF3D7_0924700,29.3195,54.8555,43.9112,39.0789,32.4327,28.4104,21.7764,21.6216,23.3201,20.3789,15.893,11.779,43.5915,56.7227,51.9871,39.5763,23.6351,21.5271,14.0574,12.6159,14.9051,9.93461,11.0242,6.84009
PF3D7_0924800,1.96203,1.92715,6.26916,0,0,0,0,0,1.35685,4.29095,6.43031,12.8883,4.16357,0,3.20405,1.44635,0,1.224,0,0,0.821285,0,2.07418,25.012
PF3D7_0924900,0,0.172128,0.373297,0.128596,0.192818,0,0,0.137824,0.363571,0.418098,1.06032,1.15115,0.24792,0,0.143089,0,0,0,0,0,0.29342,0.535852,0.74104,1.74835
PF3D7_0925000,4.28909,1.31651,0.713785,0.49178,0.442427,0.322964,4.10827,12.4388,15.3868,9.75329,3.51424,2.97151,1.70658,0.732742,0.656644,0.296418,0,0.836161,4.93168,13.2563,20.5345,17.2134,10.202,5.49746
PF3D7_0925100,0.882265,0.43329,0.469842,0.863224,0.404476,0.354313,0.462261,0.404761,0.203378,0.11694,0.0370707,0.241478,0.312039,0.48232,0.240127,0.32519,0,0.36693,0.44038,0,0.123102,0,0.103633,0.163002
PF3D7_0925200,15.6523,68.0182,74.8928,93.8445,52.1877,44.0487,18.2192,26.2754,9.10232,9.45372,5.56032,3.79723,25.5825,59.7034,98.7084,94.6672,62.5359,49.4885,28.4608,15.6882,13.4016,5.13658,3.50995,1.77453
PF3D7_0925300,7.85366,2.4008,1.19497,0.676285,0.70541,2.70342,13.6989,27.9369,42.8402,59.3828,64.3688,39.2514,11.1107,3.02295,0.883372,0.295382,1.21624,3.04966,10.8346,20.1278,33.512,55.0947,56.4518,43.219
PF3D7_0925400,6.47832,3.83808,1.58808,1.09415,0.905142,7.30942,29.2556,36.1098,28.7651,15.2516,11.7436,20.1377,5.52808,2.36106,0.545756,0.227411,2.34091,10.264,26.529,39.5208,39.5142,28.718,22.9736,26.1037
PF3D7_0925500,20.8069,3.95555,2.50205,0.738794,5.53877,15.0946,74.1143,86.7031,74.0343,33.4946,23.0128,20.9425,11.8693,2.56851,1.91813,0.494782,6.36646,20.9359,85.2872,112.675,105.92,88.2507,35.2413,38.6897
PF3D7_0925600,36.2443,9.55925,3.21693,1.23132,2.58476,1.34774,5.80254,10.0296,22.9762,33.2277,41.4568,58.143,30.3854,6.2378,1.09607,0,1.27329,5.02461,5.74325,14.5575,25.0049,88.5927,88.9309,148.434
PF3D7_0925700,73.5728,98.797,207.571,298.554,340.999,263.805,173.51,133.781,149.853,140.339,162.222,145.031,61.0832,105.456,203.065,357.164,622.777,421.523,229.256,239.103,236.529,307.347,354.903,373.437
PF3D7_0925800,4.62177,2.77154,3.0183,4.17692,6.91863,9.81768,17.4926,22.2015,26.1584,20.588,14.8713,8.60856,3.63058,2.24738,2.2841,3.48772,8.19095,11.0626,15.538,22.0954,28.4186,26.2934,23.4096,16.3408
PF3D7_0925900,2114.68,2354.64,1680.2,1157.31,904.044,1193.6,1451.38,1120.69,704.356,287.52,109.465,374.486,2647.4,2709.73,1872.9,1311.36,793.361,814.836,937.031,795.498,622.855,242.6,174.685,104.418
PF3D7_0926000,3.01832,1.51564,1.87828,3.55874,3.58221,5.42059,11.4077,14.2696,13.0634,8.88006,5.2496,2.25558,1.9911,1.44612,2.43681,3.65002,3.82801,3.63897,8.86538,10.9892,12.9467,6.91332,7.18238,3.25189
PF3D7_0926100,107.916,177.259,144.949,147.191,120.56,90.3272,46.8284,38.7458,44.7952,60.3832,65.6364,64.9822,150.637,213.218,175.304,155.021,123.908,95.8367,58.4402,44.0254,41.0038,45.7064,96.5183,97.7376
PF3D7_0926200,75.3101,21.1346,17.1881,3.9474,5.91876,8.64119,8.45541,2.11533,3.72007,10.695,10.8492,48.5867,68.4916,5.88155,0,19.8273,40.8194,33.5583,64.4414,18.6675,40.5309,27.4143,3.79118,17.8892
PF3D7_0926300,4.9818,1.86668,0.707469,0.717603,0.54814,0.459412,1.3486,4.23003,6.04821,3.38227,2.36303,4.7572,6.99563,2.05773,0.632755,0.448853,0.385032,0.690635,0.773624,2.41713,4.64952,3.44156,3.97917,4.00889
PF3D7_0926400,9.32514,12.2997,19.9113,27.339,24.0384,14.0881,6.28185,14.8949,50.8844,81.735,76.2371,37.1543,12.3129,12.4777,20.9207,26.744,21.3969,12.7429,6.04149,10.9795,32.5284,69.1125,74.1082,49.7659
PF3D7_0926500,52.3853,15.2863,4.32361,2.29705,0.949287,0.781805,1.20835,4.93246,17.2034,31.7424,36.0004,49.3896,40.4665,19.0599,3.38682,1.5574,0.713441,0.441624,0.662532,2.29349,7.20437,12.8299,36.717,37.3607
PF3D7_0926600,4.50736,1.10681,0.36672,0.413445,0.172201,0.0879927,0.0984009,0.147705,0.389636,0.429402,0.607623,3.01993,5.02603,1.31761,0.383367,0.138446,0.0593802,0,0.0669594,0.122201,0.262047,0.366893,0.573564,1.47467
PF3D7_0926700,3.72068,3.81116,8.03887,19.4435,28.3058,36.1598,36.3641,40.4757,38.6509,35.2749,23.3564,12.3076,3.30862,2.90577,9.63477,23.6075,28.7881,25.9634,31.5415,31.772,33.129,35.6207,24.7426,13.5813
PF3D7_0926800,11.446,4.38561,2.5665,3.17246,2.57335,1.72196,3.81549,10.7508,12.1061,17.2683,18.0462,20.5862,14.6387,6.66415,2.6909,2.23349,1.78147,0.862164,3.04739,4.02738,8.70717,4.91214,12.812,10.7633
PF3D7_0926900,21.8055,32.7642,40.5049,37.8123,26.1345,21.684,19.7897,19.8035,23.9659,27.87,37.3686,46.0405,30.1141,35.0526,39.7422,41.2385,22.6531,16.5182,14.5492,13.0622,17.7118,21.6962,36.9562,42.1571
PF3D7_0927000,17.965,14.2522,13.9826,21.9716,34.4648,18.8691,15.9292,22.7331,38.0676,57.9724,101.266,104.014,26.7187,14.8577,17.3015,24.2793,23.1574,13.5063,13.0073,12.7883,14.6543,26.9968,37.9836,67.6586
PF3D7_0927100,7.21758,2.25567,1.39769,0.842602,1.08292,0.131752,9.92679,26.963,42.5399,39.7229,26.5496,11.1793,4.64128,1.25546,0.535751,0.48369,0.622373,0.818661,5.33376,21.3467,33.3706,38.789,26.9366,20.0022
PF3D7_0927200,23.5169,4.25029,1.55496,0.781778,0.43415,0.380307,0.496173,0.682715,1.01872,0.763574,1.53856,15.8756,22.4589,6.34188,1.28872,0.542961,0.623784,0.196924,0.135053,0.91286,0.97999,0.925005,1.47387,3.76165
PF3D7_0927300,8.21988,3.64303,1.49473,0.907231,0.588242,0.724624,1.96957,5.51864,13.1252,26.188,39.8451,42.4443,9.97429,3.03232,0.927626,0.492638,0.253555,0.458594,1.0579,3.9135,9.53901,23.7721,47.8288,60.5981
PF3D7_0927400,0.729955,0.358489,0.138832,0.0765215,0.114737,0.0628171,0.163911,0.235786,0.342545,0.228058,0.814973,4.85918,0.922035,0.171023,0.0425728,0.0192179,0,0,0.0669223,0.294024,0.371027,0.0265717,1.43312,4.24816
PF3D7_0927500,6.31666,1.77267,0.480553,0,0.992875,0.362391,1.0638,0.709695,0,2.69114,4.09492,42.2341,7.65966,2.9599,0.368403,0.332604,0,0,0.386074,1.17431,0,0.919753,7.63166,34.0105
PF3D7_0927600,57.6618,14.0447,4.01429,2.48062,2.05211,6.49137,29.1328,53.371,60.6205,84.8536,106.832,175.156,68.2724,16.4836,3.96578,1.2603,2.21135,6.59323,18.4194,28.0465,42.2879,32.0394,88.8898,103.503
PF3D7_0927700,13.7303,3.37155,3.21012,1.78164,1.93447,3.29497,12.4359,23.4735,33.3492,40.7144,58.5077,65.4444,14.6868,5.76691,2.05079,0.740603,0.317649,2.71591,9.38467,17.7952,26.9145,44.032,73.1656,88.0741
PF3D7_0927800,46.7954,12.8111,5.72639,2.99554,1.86234,5.75779,31.1435,57.7106,85.0351,94.0669,132.131,153.205,42.961,14.2608,3.65832,2.12849,3.39985,6.33549,26.9218,63.8338,97.6903,167.952,215.213,300.206
PF3D7_0927900,111.027,24.9386,38.2719,96.526,123.503,100.237,48.4772,36.4679,38.4899,49.9094,111.927,224.203,109.179,33.7989,45.1521,106.379,163.14,144.434,58.3035,47.1039,46.0547,67.3288,99.8333,230.093
PF3D7_0928000,329.926,53.1181,34.3757,74.0924,132.485,131.013,110.046,119.34,152.855,188.575,304.653,536.158,292.941,73.7341,42.6597,92.9347,266.158,260.785,216.215,189.133,266.556,395.023,402.923,913.438
PF3D7_0928100,0,0.357677,0.904983,0.133609,0.133557,0.292482,0.858582,0.334126,0.0839433,0.289599,0.0918046,0.249172,0.171723,0.265434,0.34689,0.402662,0,0.0757242,0.467395,0.473886,0.25405,0.185581,0,0.134557
PF3D7_0928200,6.91636,24.3648,37.7886,45.4826,46.2086,43.1592,36.7433,33.8008,31.6186,29.3662,19.6497,10.2387,10.2551,22.1774,40.9701,47.284,50.4644,43.3131,38.9519,37.2716,35.159,36.2304,21.0211,13.6383
PF3D7_0928300,9.77934,19.3659,32.9273,48.7288,50.3293,43.7074,31.6109,33.99,34.1419,33.6804,28.1536,8.80695,7.58692,24.3166,36.7051,54.0678,44.2854,52.7421,39.0056,33.7999,24.033,38.5843,22.5664,15.2119
PF3D7_0928400,1.04497,0.513195,0.139122,0.0958515,0.14372,0.314741,0.51329,0.719108,4.06492,10.0243,13.699,13.4067,2.2175,0.285634,0.426616,0.09629,0,0.488922,0.335309,0.453288,1.96836,4.26035,12.8881,16.2172
PF3D7_0928500,14.1366,32.8617,44.166,51.868,48.2182,50.9053,34.8121,20.7536,21.1818,7.12019,5.70226,2.9019,10.6663,31.6858,46.9403,51.5842,45.1435,57.6174,44.9582,24.9375,14.5963,2.40146,5.31363,5.22358
PF3D7_0928600,3.53476,3.03793,0.470601,3.89079,67.0896,262.261,206.27,119.366,56.8341,22.3131,7.35187,12.6981,5.00069,3.8648,0.360773,6.18859,62.8656,144.988,195.088,94.6822,65.8429,30.1736,11.2104,7.83675
PF3D7_0928700,1.94592,0.491885,0.320028,0.25199,0.488038,3.87288,10.6042,12.1533,11.3099,6.22996,3.84527,2.04425,1.17404,0.312883,0.198609,0.116024,0.97717,2.89205,7.89691,10.5885,13.1285,8.9544,5.22354,3.7432
PF3D7_0928800,1.79829,1.01697,0.37726,0.239929,0.479668,2.93251,9.05806,12.4716,9.96775,7.1723,3.92912,3.37825,1.61895,0.476652,0.222474,0.0803421,0.361822,2.14171,8.32329,8.53343,9.16981,6.27633,5.72243,3.65465
PF3D7_0928900,15.845,17.6994,48.3122,73.2973,99.4764,136.997,113.663,75.8082,47.4832,20.6311,9.7124,11.4798,14.065,19.3626,56.0632,83.2518,94.3025,131.022,127.341,88.8133,53.5806,40.0584,19.8161,9.64329
PF3D7_0929000,30.2111,56.6614,50.1197,36.5839,30.9153,29.8572,28.287,25.8135,20.9356,19.2554,11.3149,10.2595,31.0437,62.3255,53.4468,40.6922,42.6894,44.364,42.9254,37.4275,31.5371,31.6164,19.9776,14.9532
PF3D7_0929100,6.7377,3.30895,1.19603,0.824035,0.988452,0.661424,11.1201,30.6165,33.0823,34.561,22.8747,13.5235,3.38913,1.96447,0.733523,0.441496,0.710102,0.840652,10.3135,20.7186,30.7729,39.068,36.3,24.5644
PF3D7_0929200,279.393,335.046,290.884,242.921,203.213,184.481,145.661,136.716,112.9,100.148,92.611,144.596,296.838,382.556,313.299,258.88,218.215,228.361,147.205,134.661,109.139,107.825,114.212,118.089
PF3D7_0929300,2.85391,1.46388,1.75624,0.884234,0.732694,1.70644,4.56066,10.861,9.89009,9.77203,5.85184,4.27013,1.74957,0.8321,0.802644,0.444139,0.902341,0.514335,2.55057,6.38244,7.32699,5.13898,6.01172,5.20241
PF3D7_0929400,1578.99,304.111,108.683,36.9459,18.6149,9.89289,15.4735,8.8992,75.8058,512.974,2673.04,5471.82,2030.27,479.935,89.3246,24.9894,8.81796,3.4758,2.35697,4.49427,25.7723,251.753,2038.71,3476.31
PF3D7_0929500,0,0,0.153809,0.10597,0,0.115989,0,0.0567872,0,0.114845,0,0.118576,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0929600,16.008,3.93085,1.9181,1.24811,0.770586,0.321437,0.235895,0.393432,0.83028,2.70528,8.02099,12.2406,8.49255,3.17235,0.816923,0.221262,0,0.124831,0.0856108,0.0867998,0.586319,1.01976,4.37178,17.0798
PF3D7_0929700,1.01477,0.142389,0.308802,0.212757,0.398761,0.0582178,0.911458,4.16144,4.71185,8.93479,11.0006,8.98698,0.820346,0.237753,0.0591836,0,0,0,0.682247,2.82977,3.88362,8.27442,5.36384,5.70481
PF3D7_0929800,0,0,0,0,0,0,0,0.745342,0.873852,1.75859,2.22994,3.63144,0,0,0,0,0,0,1.62186,1.09626,7.40506,4.50777,1.78111,4.20222
